label,message,clean_text
ham,"Dear, take care. I am just reaching home.love u a lot.",dear take care i am just reaching home love u lot
ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,staff science nus edu sg phyhcmk teaching pc
ham,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,have you emigrated something ok maybe number number was bit hopeful
ham,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,olol i printed out forum post by guy exact same prob which was fixed gpu replacement hopefully they dont ignore that
ham,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,we walked from my moms right stagwood pass right winterstone left victors hill address lt gt
ham,"Yo, you at jp and hungry like a mofo?",yo you jp hungry like mofo
ham,This is all just creepy and crazy to me.,this all just creepy crazy me
ham,Ok... I din get ur msg...,ok i din get ur msg
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,tessy pls do me favor pls convey my birthday wishes nimya pls dnt forget it today her birthday shijas
ham,Pathaya enketa maraikara pa',pathaya enketa maraikara pa
ham,Even if he my friend he is a priest call him now,even if he my friend he priest call him now
ham,"U so lousy, run already come back then half dead... Hee...",u so lousy run already come back then half dead hee
ham,That's y i said it's bad dat all e gals know u... Wat u doing now?,that s y i said it s bad dat all e gals know u wat u doing now
ham,Or remind me in a few hrs.,remind me few hrs
ham,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",i had been hoping i would not have send you this message my rent due i dont have enough it my reserves completely gone its loan i need was hoping you could her balance lt gt there way i could get that from you till mid march when i hope pay back
ham,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,hi happy new year i dont mean intrude but can you pls let me know how much tuition you paid last semester how much this semester thanks
ham,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,hello hun how ru its here by way im good been number dates that guy i met walkabout so far we have meet up soon hows everyone else
ham,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,lol i was gonna last month i cashed some but i left lt gt just case i was collecting more during week cause they announced it blog
spam,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,good luck draw takes place th feb number good luck removal send stop number customer services number
ham,"Short But Cute : "" Be a good person , but dont try to prove"" ..... Gud mrng...",short but cute be good person but dont try prove gud mrng
ham,Just haven't decided where yet eh ?,just haven t decided where yet eh
ham,"Wat time liao, where still got.",wat time liao where still got
ham,Yes watching footie but worried we're going to blow it - Phil Neville?,yes watching footie but worried we re going blow it phil neville
ham,I wait 4 ü inside da car park...,i wait number inside da car park
ham,Uncle Abbey! Happy New Year. Abiola,uncle abbey happy new year abiola
ham,Now am free call me pa.,now am free call me pa
ham,R u saying i should re order the slippers cos i had to pay for returning it.,r u saying i should re order slippers cos i had pay returning it
ham,Stop knowing me so well!,stop knowing me so well
ham,Good evening! this is roger. How are you?,good evening this roger how you
ham,Small problem in auction:)punj now asking tiwary,small problem auction punj now asking tiwary
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,free entry number weekly comp chance win ipod txt pod number get entry std txt rate t c s apply number details number
ham,He telling not to tell any one. If so treat for me hi hi hi,he telling not tell any one if so treat me hi hi hi
ham,My uncles in Atlanta. Wish you guys a great semester.,my uncles atlanta wish you guys great semester
spam,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,st wk free gr tones str number u each wk txt nokia number classic nokia tones hit number polys nokia p poly p number
ham,U coming 2 pick me?,u coming number pick me
ham,Thats cool. i liked your photos. You are very sexy!,thats cool i liked your photos you very sexy
ham,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me again that needs b sacked
ham,"Haha better late than ever, any way I could swing by?",haha better late than ever any way i could swing by
ham,Ok. But i finish at 6.,ok but i finish number
spam,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",lookatme thanks your purchase video clip from lookatme you ve been charged p think you can do better why not send video mmsto number
ham,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,i ve been barred from all b q stores life this twat orange dungerees came up me asked if i wanted decking so i got first punch
ham,So no messages. Had food?,so no messages had food
ham,Ok going to sleep. Hope i can meet her.,ok going sleep hope i can meet her
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,wat makes some people dearer not just de happiness dat u feel when u meet them but de pain u feel when u miss dem
ham,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,can you let me know details fri when u find out cos i m not tom fri mentionned chinese thanks
ham,You're right I have now that I think about it,you re right i have now that i think about it
ham,Wat r u doing now?,wat r u doing now
ham,Is ur lecture over?,ur lecture over
spam,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,sexy sexy cum text me im wet warm ready some porn u up some fun this msg free recd msgs p inc vat number cancel text stop
ham,Customer place i will call you,customer place i will call you
ham,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,not planned yet going join company jan number only don know what will happen after that
ham,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),boy i love u grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli number mutai eerulli kodthini grl i love u kano
ham,"Haha I heard that, text me when you're around",haha i heard that text me when you re around
ham,I.ll get there tomorrow and send it to you,i ll get there tomorrow send it you
ham,"SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...",shit babe thasa bit messed up yeh she shudvetold u did urgran know neway illspeak number u moro wen im not asleep
ham,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,oh thats late well have good night i will give u call tomorrow iam now going go sleep night night
ham,CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.,cheers u tex mecause u werebored yeah okden hunny r uin wk sat sound s likeyour havin gr fun j keep updat countinlots loveme xxxxx
ham,"Sorry,  in meeting I'll call you later",sorry meeting i ll call you later
ham,Yo! Howz u? girls never rang after india. L,yo howz u girls never rang after india l
ham,Yeah but which is worse for i,yeah but which worse i
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,hard live number chat just p min choose your girl connect live call number now cheap chat uk s biggest live service vu bcm wc n xx
ham,I tagged MY friends that you seemed to count as YOUR friends.,i tagged my friends that you seemed count as your friends
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,not heard from u while call number rude chat private line number cum wan c pics me gettin shagged then text pix number end send stop number sam xxx
ham,Ok...,ok
ham,Long time. You remember me today.,long time you remember me today
ham,Havent shopping now lor i juz arrive only,havent shopping now lor i juz arrive only
ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,thank u it better work out cause i will feel used otherwise
ham,Are you up for the challenge? I know i am :),you up challenge i know i am
ham,How much did ur hdd casing cost.,how much did ur hdd casing cost
ham,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,mystery solved just opened my email he s sent me another batch isn t he sweetie
ham,I can't describe how lucky you are that I'm actually awake by noon,i can t describe how lucky you that i m actually awake by noon
spam,This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,this nd time we have tried contact u u have won number prize claim just call number b number t cs stop sms number ppm
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",today sorry day if ever i was angry you if ever i misbehaved hurt you plz plz just slap urself bcoz its ur fault i m basically good
ham,Cheers for the card ... Is it that time of year already?,cheers card it that time year already
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",hot live fantasies call now number just p per min ntt ltd po box number croydon cr wb number k
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",when people see my msgs they think iam addicted msging they wrong bcoz they don t know that iam addicted my sweet friends bslvyl
ham,Ugh hopefully the asus ppl dont randomly do a reformat.,ugh hopefully asus ppl dont randomly do reformat
ham,"Haven't seen my facebook, huh? Lol!",haven t seen my facebook huh lol
ham,"Mah b, I'll pick it up tomorrow",mah b i ll pick it up tomorrow
ham,Still otside le..u come 2morrow maga..,still otside le u come morrow maga
ham,Do u still have plumbers tape and a wrench we could borrow?,do u still have plumbers tape wrench we could borrow
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",dear voucher holder claim this weeks offer you pc please go url ts cs apply
ham,It vl bcum more difficult..,it vl bcum more difficult
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,ur going number bahamas callfreefone number speak live operator claim either bahamas cruise number cash number only opt out txt x number
ham,Havent still waitin as usual... Ü come back sch oredi?,havent still waitin as usual come back sch oredi
ham,In meeting da. I will call you,meeting da i will call you
ham,K k :-):-) then watch some films.,k k then watch some films
ham,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,does cinema plus drink appeal tomo fr thriller by director i like mac number number
ham,There the size of elephant tablets & u shove um up ur ass!!,there size elephant tablets u shove um up ur ass
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",so many people seems be special first sight but only very few will remain special you till your last sight maintain them till life ends take cr da
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",my parents my kidz my friends n my colleagues all screaming surprise i was waiting sofa naked
ham,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ü cut ur hair. ,dunno i juz askin cos i got card got number off number salon called hair sense so i tot it s da one cut ur hair
ham,Good morning pookie pie! Lol hope I didn't wake u up,good morning pookie pie lol hope i didn t wake u up
ham,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,maybe if you woke up before fucking number this wouldn t be problem
ham,Happy birthday to you....dear.with lots of love.rakhesh NRI,happy birthday you dear lots love rakhesh nri
ham,Howz that persons story,howz that persons story
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",this nd time we have tried number contact u u have won number pound prize number claim easy call number now only p per min bt national rate
ham,X2  &lt;#&gt; . Are you going to get that,x lt gt you going get that
ham,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning,hi neva worry bout da truth coz truth will lead me number ur heart it s least unique person like u deserve sleep tight morning
spam,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub,ur awarded city break could win number summer shopping spree every wk txt store number skilgme tscs winawk age number perwksub
ham,Is ur paper today in e morn or aft?,ur paper today e morn aft
ham,I will lick up every drop :) are you ready to use your mouth as well?,i will lick up every drop you ready use your mouth as well
ham,And you! Will expect you whenever you text! Hope all goes well tomo ,you will expect you whenever you text hope all goes well tomo
ham,Great. P diddy is my neighbor and comes for toothpaste every morning,great p diddy my neighbor comes toothpaste every morning
ham,"I av a new number,  . Wil u only use this one,ta.",i av new number wil u only use this one ta
ham,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,so its be poking man everyday that they teach you canada abi how you just saying hi
ham,7 lor... Change 2 suntec... Wat time u coming?,number lor change number suntec wat time u coming
ham,No de.am seeing in online shop so that i asked.,no de am seeing online shop so that i asked
ham,Just curious because my cuz asked what I was up to,just curious because my cuz asked what i was up
ham,Nice.nice.how is it working?,nice nice how it working
ham,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,okay lor wah like that def they wont let us go haha what did they say terms conditions
ham,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again,haha yup hopefully we will lose few kg by mon after hip hop can go orchard weigh again
ham,She's good. How are you. Where r u working now,she s good how you where r u working now
ham,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home",oh yes i ve just been little under weather so i ve kind been coccooning home
ham,At home also.,home also
ham,This phone has the weirdest auto correct.,this phone has weirdest auto correct
ham,Oops my phone died and I didn't even know. Yeah I like it better.,oops my phone died i didn t even know yeah i like it better
ham,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,havent mus ask if u can st wat meet number lunch den u n him meet can already lor u wan number go ask da ge st then confirm w me asap
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",she said do u mind if i go into bedroom minute ok i sed sexy mood she came out number minuts latr wid cake n my wife
ham,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",oh yeah hav great time newquay send me postcard number look after all girls while im gone u know im talkin bout xx
ham,We got a divorce. Lol. She.s here,we got divorce lol she s here
ham,What's ur pin?,what s ur pin
ham,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",babe have you got enough money pick up bread milk i ll give you it back when you get home
ham,I want snow. It's just freezing and windy.,i want snow it s just freezing windy
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,urgent we trying contact u todays draw shows that you have won number prize guaranteed call number from land line claim y valid hrs only
ham,Come to mahal bus stop.. &lt;DECIMAL&gt;,come mahal bus stop lt decimal gt
ham,Don know:)this week i'm going to tirunelvai da.,don know this week i m going tirunelvai da
ham,Me too baby! I promise to treat you well! I bet you will take good care of me...,me too baby i promise treat you well i bet you will take good care me
ham,Its like that hotel dusk game i think. You solve puzzles in a area thing,its like that hotel dusk game i think you solve puzzles area thing
spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",thanks your ringtone order reference number x your mobile will be charged number number should your tone not arrive please call customer services number
ham,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",hi my love how goes that day fuck this morning i woke dropped my cell way down stairs but it seems alright phews i miss you
ham,Well that must be a pain to catch,well that must be pain catch
ham,Sorry da thangam.it's my mistake.,sorry da thangam it s my mistake
ham,I need... Coz i never go before ,i need coz i never go before
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",rose red red blood blood heart heart u but u me send tis all ur friends including me if u like me if u get back number u r poor relation number u need some number support number u r frnd number many number some luvs u number some praying god marry u try it
ham,Wife.how she knew the time of murder exactly,wife how she knew time murder exactly
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",six chances win cash from number number number pounds txt csh send number cost p day days number tsandcs apply reply hl number info
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,ur cash balance currently number pounds maximize ur cash now send collect number only p msg cc number po box number number tcr w
ham,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",i feel like dick because i keep sleeping through your texts facebook messages sup you town
ham,No plm i will come da. On the way.,no plm i will come da way
ham,Guess he wants alone time. We could just show up and watch when they do..,guess he wants alone time we could just show up watch when they do
ham,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),height recycling read twice people spend time earning money same money spent spending time good morning keep smiling
ham,Yup ü not comin :-(,yup not comin
ham,"Yes, princess. Toledo.",yes princess toledo
ham,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",aight text me when you re back mu i ll swing by need somebody get door me
ham,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,ron say fri leh n he said ding tai feng cant make reservations but he said wait lor
ham,Good. No swimsuit allowed :),good no swimsuit allowed
ham,Am okay. Will soon be over. All the best,am okay will soon be over all best
ham,"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""....",cute thought friendship its not necessary share every secret ur close frnd but watever u shared should be true
ham,Ok i've sent u da latest version of da project.,ok i ve sent u da latest version da project
ham,Good Morning my Dear........... Have a great &amp; successful day.,good morning my dear have great amp successful day
ham,Pls accept me for one day. Or am begging you change the number.,pls accept me one day am begging you change number
ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,squeeeeeze this christmas hug if u lik my frndshp den hug me back if u get number u r cute number u r luvd number u r so lucky none people hate u
ham,"Its ok, if anybody asks abt me, u tel them..:-P",its ok if anybody asks abt me u tel them p
ham,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens",funny fact nobody teaches volcanoes number erupt tsunamis number arise hurricanes number sway aroundn no number teaches hw number choose wife natural disasters just happens
ham,* You gonna ring this weekend or wot?,you gonna ring this weekend wot
ham,Also track down any lighters you can find,also track down any lighters you can find
ham,"Sorry, I can't help you on this.",sorry i can t help you this
ham,"Babe, I need your advice",babe i need your advice
ham,"I‘ll leave around four, ok?",i ll leave around four ok
ham,Come to medical college at 7pm ......forward it da,come medical college pm forward it da
ham,K:)k..its good:)when are you going?,k k its good when you going
ham,I can make lasagna for you... vodka...,i can make lasagna you vodka
ham,HI ITS KATE CAN U GIVE ME A RING ASAP XXX,hi its kate can u give me ring asap xxx
ham,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,who were those people were you tour i thought you were doing that sofa thing you sent me your curious sugar
ham,"No, but you told me you were going, before you got drunk!",no but you told me you were going before you got drunk
ham,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,he fucking chickened out he messaged me he would be late woould buzz me then i didn t hear word from him
spam,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",congratulations thanks good friend u have won number number xmas prize number claim easy just call number now only p per minute bt national rate
ham,I'm always looking for an excuse to be in the city.,i m always looking excuse be city
ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,yup i m still having coffee wif my frens my fren drove she ll give me lift
ham,O shore are you takin the bus,o shore you takin bus
ham,So u gonna get deus ex?,so u gonna get deus ex
ham,I will send them to your email. Do you mind  &lt;#&gt;  times per night?,i will send them your email do you mind lt gt times per night
spam,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",number number do you want new nokia i colour phone deliveredtomorrow number free minutes any mobile number free texts free camcorder reply call number
ham,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,tap spile seven that pub gas st off broad st by canal ok
ham,Ok then i come n pick u at engin?,ok then i come n pick u engin
ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,which why i never wanted tell you any this which why i m so short you edge as late
ham,Raviyog Peripherals bhayandar east,raviyog peripherals bhayandar east
ham,K actually can you guys meet me at the sunoco on howard? It should be right on the way,k actually can you guys meet me sunoco howard it should be right way
spam,You have 1 new voicemail. Please call 08719181513.,you have number new voicemail please call number
ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",moon has come color your dreams stars make them musical my sms give you warm peaceful sleep good night
ham,Just finished eating. Got u a plate. NOT leftovers this time.,just finished eating got u plate not leftovers this time
ham,Thanx a lot...,thanx lot
ham,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,hurry home u big butt hang up your last caller if u have food done i m starving don t ask what i cooked
ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,lol your right what diet everyday i cheat anyway i m meant be fatty
ham,Its a great day. Do have yourself a beautiful one.,its great day do have yourself beautiful one
ham,What happened in interview?,what happened interview
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",solve d case man was found murdered lt decimal gt lt gt afternoon number his wife called police number police questioned everyone number wife sir i was sleeping when murder took place number cook i was cooking number gardener i was picking vegetables number house maid i went number d post office number children we went number play number neighbour we went number marriage police arrested d murderer immediately who s it reply reason if u r brilliant
ham,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,badrith only chennai i will surely pick us no competition him
ham,I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave... ,i tot it s my group mate lucky i havent reply wat time do need leave
ham,Hey you around? I've got enough for a half + the ten I owe you,hey you around i ve got enough half ten i owe you
ham,Hey tmr maybe can meet you at yck,hey tmr maybe can meet you yck
ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,alrite sam its nic just checkin that this ur number so it t b
ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,they just making it easy pay back i have lt gt yrs say but i can pay back earlier you get
ham,Not to worry. I'm sure you'll get it.,not worry i m sure you ll get it
ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",gas station like block away from my house you ll drive right by it since armenia ends swann you have take howard
spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",someone u know has asked our dating service number contact you cant guess who call number now all will be revealed pobox number ls hb p
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,camera you awarded sipix digital camera call number fromm landline delivery within number days
ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,my tuition number hm we go number number one do you mind
ham,"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit",i m not smoking while people use wylie smokes too much justify ruining my shit
ham,Dear good morning how you feeling dear,dear good morning how you feeling dear
ham,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,little meds say take once every number hours it s only been number but pain back so i took another hope i don t die
ham,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",beautiful tomorrow never comes when it comes it s already today hunt beautiful tomorrow don t waste your wonderful today goodmorning
ham,Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.,dunno lei all decide lor how abt leona oops i tot ben going n i msg him
ham,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,hi there we have now moved our pub would be great number c u if u cud come up
spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,todays voda numbers ending number selected receive number award if you hava match please call number quoting claim code number standard rates app
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,this message free welcome new improved sex dogging club unsubscribe from this service reply stop msgs p number only
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",honeybee said i m d sweetest d world god laughed amp said wait u havnt met d person reading this msg moral even god can crack jokes gm gn ge gn
ham,Just do what ever is easier for you,just do what ever easier you
spam,RCT' THNQ Adrian for U text. Rgds Vatian,rct thnq adrian u text rgds vatian
ham,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,stop calling everyone saying i might have cancer my throat hurts talk i can t be answering everyones calls if i get one more call i m not babysitting monday
ham,"It'll be tough, but I'll do what I have to",it ll be tough but i ll do what i have
ham,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,im gonnamissu so much i would say il send u postcard buttheres aboutas much chance merememberin asthere ofsi not breakin his contract luv yaxx
ham,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,ee msg na poortiyagi odalebeku hanumanji number name number hanuman number bajarangabali number maruti number pavanaputra number sankatmochan number ramaduth number mahaveer ee number name lt gt janarige ivatte kalisidare next saturday olage ondu good news keluviri maretare inde number dodda problum nalli siguviri idu matra lt gt true don t neglet
ham,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,hi darlin i finish number do u number number pick me up meet me text back this number luv kate xxx
ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",set place me your heart not your mind as mind easily forgets but heart will always remember wish you happy valentines day
ham,But i'm surprised she still can guess right lor...,but i m surprised she still can guess right lor
ham,Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today.,okie wan meet bishan cos me bishan now i m not driving today
ham,Oh ho. Is this the first time u use these type of words,oh ho this first time u use these type words
ham,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,hi darlin how was work did u get into trouble ijust talked your mum all morning i had really good time last night im goin out soon but call me if u can
ham,I know you are serving. I mean what are you doing now.,i know you serving i mean what you doing now
ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",huh hyde park not mel ah opps got confused anyway if tt s e best choice den we juz have take it
